Horsepower,Model_Year,Mileage,Engine_Size,Doors,Owner_Count,Doors,Brand,Transmission,Fuel_Type,Price
257.0,2013.0,23325.0,3.0,2.0,4.0,2.0,Hyundai,Manual,diesel,41604.75
122.0,2010.0,197328.0,4.0,4.0,2.0,4.0,Tesla,Manual,electric,35758.6
230.0,2013.0,141564.0,4.0,2.0,3.0,2.0,Honda,Automatic,electric,53499.8
264.0,2018.0,172022.0,3.0,2.0,1.0,2.0,Ford,Manual,petrol,50180.9
226.0,2020.0,131733.0,4.3,2.0,1.0,2.0,Toyota,Manual,electric,61221.35
243.0,2021.0,87643.0,1.0,4.0,4.0,4.0,Tesla,Manual,electric,39369.85
226.0,2014.0,7978.0,3.0,4.0,4.0,4.0,Toyota,Manual,electric,47625.1
243.0,2014.0,37161.0,2.8,2.0,1.0,2.0,Tesla,Manual,electric,42436.95
106.0,2018.0,125385.0,3.7,2.0,1.0,2.0,Hyundai,Manual,hybrid,48020.75
225.0,2014.0,102531.0,1.2,3.0,2.0,3.0,Tesla,Manual,electric,33495.1
231.0,2010.0,108021.0,4.1,3.0,4.0,3.0,BMW,Automatic,petrol,43726.95
188.0,2014.0,136066.0,4.4,3.0,2.0,3.0,Honda,Automatic,electric,45032.7
86.0,2011.0,21116.0,4.0,4.0,4.0,4.0,Toyota,Manual,petrol,41175.2
243.0,2012.0,102531.0,3.0,4.0,4.0,4.0,Tesla,Manual,electric,55208.45
243.0,2009.0,102531.0,3.0,4.0,4.0,4.0,Tesla,Automatic,electric,50236.6
111.0,2013.0,92858.0,2.7,4.0,4.0,4.0,Tesla,Automatic,electric,34220.1
140.0,2020.0,124720.0,3.9,3.0,3.0,3.0,BMW,Automatic,diesel,49082.0
230.0,2014.0,8088.0,3.3,2.0,3.0,2.0,Honda,Manual,petrol,48026.6
284.0,2007.0,187088.0,1.4,4.0,3.0,4.0,Toyota,Manual,petrol,32764.6
243.0,2007.0,7274.0,2.9,3.0,1.0,3.0,Tesla,Manual,electric,51050.3
130.0,2014.0,152733.0,4.4,4.0,3.0,4.0,Ford,Automatic,diesel,37712.35
223.0,2017.0,102531.0,2.5,2.0,4.0,2.0,BMW,Automatic,hybrid,43554.35
147.0,2014.0,128351.0,4.2,4.0,2.0,4.0,Hyundai,Manual,diesel,50180.45
374.0,2012.0,90677.0,3.0,4.0,2.0,4.0,Honda,Automatic,petrol,44292.15
207.0,2014.0,18275.0,3.7,3.0,4.0,3.0,Toyota,Automatic,hybrid,51880.25
285.0,2010.0,9761.0,3.3,3.0,4.0,3.0,Ford,Automatic,hybrid,50829.95
175.0,2006.0,141278.0,3.0,2.0,2.0,2.0,Ford,Manual,hybrid,41962.1
247.0,2018.0,105819.0,4.6,3.0,2.0,3.0,BMW,Automatic,electric,60584.05
221.0,2009.0,71267.0,3.0,3.0,2.0,3.0,Toyota,Automatic,hybrid,34343.65
371.0,2014.0,13381.0,3.6,2.0,1.0,2.0,Tesla,Automatic,electric,61481.95
373.0,2021.0,19126.0,3.3,4.0,3.0,4.0,Hyundai,Automatic,diesel,66363.7
316.0,2005.0,19915.0,1.4,3.0,1.0,3.0,Hyundai,Automatic,petrol,42980.25
375.0,2014.0,7176.0,2.5,2.0,4.0,2.0,BMW,Automatic,hybrid,48469.2
209.0,2014.0,180963.0,2.3,4.0,4.0,4.0,Hyundai,Automatic,petrol,38999.85
192.0,2007.0,102531.0,1.3,4.0,1.0,4.0,Ford,Manual,petrol,31182.05
363.0,2014.0,171590.0,3.7,4.0,4.0,4.0,Tesla,Automatic,electric,52593.5
201.0,2010.0,10607.0,3.0,2.0,1.0,2.0,Ford,Manual,hybrid,43403.65
151.0,2011.0,67781.0,4.4,2.0,2.0,2.0,Honda,Manual,diesel,47439.95
261.0,2017.0,99415.0,3.0,2.0,2.0,2.0,Honda,Automatic,electric,52288.25
243.0,2007.0,134651.0,2.3,2.0,1.0,2.0,BMW,Manual,petrol,38877.45
341.0,2009.0,87912.0,4.3,3.0,4.0,3.0,Tesla,Manual,electric,51361.4
287.0,2013.0,97254.0,4.5,4.0,4.0,4.0,BMW,Manual,electric,57436.3
211.0,2017.0,32050.0,1.3,4.0,4.0,4.0,Tesla,Manual,electric,39589.5
331.0,2012.0,12338.0,2.0,4.0,2.0,4.0,BMW,Automatic,diesel,47239.1
129.0,2023.0,6509.0,4.5,2.0,3.0,2.0,Toyota,Manual,hybrid,60164.55
371.0,2014.0,133381.0,1.6,3.0,1.0,3.0,BMW,Automatic,diesel,54232.95
257.0,2015.0,186978.0,2.4,3.0,3.0,3.0,Hyundai,Manual,petrol,37919.1
226.0,2014.0,171846.0,3.8,2.0,3.0,2.0,Ford,Automatic,diesel,36191.7
330.0,2010.0,5432.0,3.0,2.0,4.0,2.0,Tesla,Automatic,electric,50660.4
388.0,2022.0,72650.0,2.1,4.0,1.0,4.0,Honda,Automatic,electric,58563.5
370.0,2006.0,43897.0,2.8,4.0,4.0,4.0,Toyota,Manual,petrol,49777.15
142.0,2019.0,102531.0,1.8,4.0,3.0,4.0,Toyota,Automatic,hybrid,37828.3
310.0,2014.0,157606.0,4.1,2.0,3.0,2.0,Toyota,Automatic,petrol,47665.7
310.0,2011.0,102531.0,2.0,2.0,3.0,2.0,BMW,Automatic,hybrid,34893.9
188.0,2008.0,102531.0,2.2,2.0,1.0,2.0,Toyota,Automatic,petrol,39588.75
273.0,2014.0,187877.0,3.0,2.0,1.0,2.0,Toyota,Automatic,petrol,45931.15
383.0,2020.0,102531.0,1.2,4.0,1.0,4.0,Tesla,Manual,electric,49996.35
100.0,2018.0,12887.0,1.8,2.0,4.0,2.0,Toyota,Manual,electric,42125.65
379.0,2014.0,195884.0,1.9,2.0,3.0,2.0,Tesla,Manual,electric,39525.8
231.0,2012.0,102531.0,1.9,2.0,4.0,2.0,BMW,Manual,diesel,29742.4
92.0,2014.0,108565.0,2.7,3.0,4.0,3.0,Hyundai,Manual,hybrid,37653.75
121.0,2013.0,133554.0,1.2,3.0,2.0,3.0,Ford,Manual,diesel,29757.3
82.0,2014.0,113154.0,3.0,3.0,2.0,3.0,Toyota,Automatic,hybrid,33885.3
143.0,2007.0,5255.0,3.9,3.0,4.0,3.0,Honda,Automatic,electric,43433.25
243.0,2006.0,74306.0,2.6,3.0,1.0,3.0,Tesla,Automatic,electric,43637.7
255.0,2014.0,102531.0,3.6,2.0,4.0,2.0,Toyota,Manual,diesel,47382.7
138.0,2014.0,102531.0,3.1,4.0,4.0,4.0,Hyundai,Manual,hybrid,34528.25
134.0,2020.0,28086.0,3.0,4.0,4.0,4.0,Tesla,Manual,electric,49411.7
257.0,2007.0,135613.0,1.2,2.0,4.0,2.0,Hyundai,Automatic,diesel,32823.35
244.0,2023.0,127834.0,1.8,3.0,4.0,3.0,Honda,Automatic,electric,42507.3
134.0,2014.0,175842.0,3.2,4.0,4.0,4.0,Honda,Manual,electric,37663.9
243.0,2014.0,102531.0,1.3,2.0,1.0,2.0,Hyundai,Automatic,electric,40118.7
216.0,2020.0,15715.0,4.0,4.0,1.0,4.0,Tesla,Manual,electric,60416.25
392.0,2010.0,49518.0,1.9,4.0,1.0,4.0,Toyota,Manual,electric,52457.1
358.0,2009.0,112461.0,4.1,2.0,4.0,2.0,Hyundai,Automatic,hybrid,53431.95
319.0,2012.0,13625.0,2.2,4.0,3.0,4.0,BMW,Manual,electric,46333.75
230.0,2012.0,59078.0,2.6,4.0,2.0,4.0,Honda,Automatic,hybrid,46044.1
369.0,2016.0,102531.0,3.0,3.0,4.0,3.0,Ford,Automatic,electric,58723.65
178.0,2008.0,102531.0,2.3,4.0,4.0,4.0,Toyota,Automatic,diesel,34080.3
174.0,2013.0,161926.0,3.5,4.0,4.0,4.0,BMW,Manual,diesel,42759.7
285.0,2012.0,23402.0,1.5,2.0,3.0,2.0,Honda,Automatic,petrol,45894.9
257.0,2018.0,174564.0,3.0,3.0,2.0,3.0,Hyundai,Automatic,hybrid,42510.8
245.0,2010.0,102531.0,2.1,2.0,1.0,2.0,BMW,Automatic,diesel,39703.65
185.0,2014.0,58010.0,2.5,2.0,4.0,2.0,Honda,Automatic,hybrid,39287.5
168.0,2016.0,80320.0,3.8,3.0,2.0,3.0,Hyundai,Automatic,diesel,47891.0
216.0,2007.0,116573.0,1.1,2.0,3.0,2.0,Toyota,Automatic,electric,30732.35
267.0,2010.0,156756.0,1.1,4.0,4.0,4.0,BMW,Automatic,electric,32058.2
176.0,2014.0,11277.0,3.7,3.0,4.0,3.0,Ford,Manual,petrol,54726.15
373.0,2014.0,119930.0,3.9,4.0,4.0,4.0,BMW,Manual,diesel,48207.5
102.0,2016.0,10167.0,3.3,2.0,4.0,2.0,Toyota,Automatic,electric,47317.65
317.0,2012.0,5694.0,3.0,3.0,1.0,3.0,Tesla,Automatic,electric,50214.3
228.0,2014.0,164511.0,2.0,3.0,4.0,3.0,Toyota,Automatic,diesel,36898.45
362.0,2014.0,133701.0,2.4,3.0,1.0,3.0,Ford,Automatic,diesel,46695.95
350.0,2009.0,67175.0,3.9,2.0,4.0,2.0,Hyundai,Automatic,diesel,55577.25
95.0,2014.0,102531.0,1.0,4.0,3.0,4.0,Toyota,Automatic,petrol,20840.25
328.0,2019.0,153112.0,4.7,4.0,3.0,4.0,Tesla,Automatic,electric,63021.4
390.0,2012.0,189627.0,3.9,2.0,1.0,2.0,Toyota,Automatic,diesel,56753.65
209.0,2005.0,24340.0,1.7,3.0,1.0,3.0,Tesla,Automatic,electric,33830.0
218.0,2022.0,102531.0,1.3,2.0,4.0,2.0,Hyundai,Manual,electric,40924.6
215.0,2014.0,27694.0,1.3,4.0,4.0,4.0,BMW,Manual,petrol,36245.3
217.0,2014.0,102531.0,1.5,2.0,1.0,2.0,Toyota,Manual,electric,45399.25
230.0,2022.0,102531.0,4.4,2.0,4.0,2.0,Honda,Manual,diesel,64103.2
186.0,2020.0,102531.0,4.4,2.0,1.0,2.0,BMW,Automatic,diesel,53222.65
350.0,2012.0,84720.0,3.0,3.0,1.0,3.0,BMW,Automatic,hybrid,59684.0
226.0,2020.0,17076.0,3.7,2.0,4.0,2.0,Toyota,Automatic,diesel,51961.2
377.0,2023.0,66451.0,3.7,2.0,3.0,2.0,Honda,Manual,petrol,63822.45
389.0,2012.0,105591.0,3.0,2.0,2.0,2.0,Honda,Automatic,hybrid,44849.45
162.0,2018.0,24346.0,2.7,2.0,2.0,2.0,Toyota,Automatic,petrol,47952.7
156.0,2018.0,18285.0,4.6,3.0,1.0,3.0,Hyundai,Manual,hybrid,57978.75
309.0,2008.0,77010.0,4.0,3.0,4.0,3.0,Ford,Automatic,petrol,50334.5
226.0,2010.0,89739.0,1.7,4.0,1.0,4.0,Toyota,Manual,electric,34819.05
226.0,2014.0,164236.0,3.0,3.0,3.0,3.0,Toyota,Automatic,electric,37534.2
85.0,2010.0,54582.0,3.9,3.0,2.0,3.0,Hyundai,Automatic,electric,43044.9
377.0,2016.0,131406.0,3.0,3.0,2.0,3.0,Toyota,Manual,electric,47726.7
257.0,2021.0,33523.0,3.0,2.0,4.0,2.0,Hyundai,Automatic,petrol,57129.85
226.0,2014.0,28772.0,2.7,2.0,1.0,2.0,Ford,Manual,electric,49125.4
231.0,2006.0,160828.0,3.1,3.0,1.0,3.0,BMW,Manual,hybrid,31891.6
226.0,2005.0,52176.0,4.1,2.0,2.0,2.0,Ford,Automatic,electric,45911.2
245.0,2007.0,148588.0,2.9,4.0,3.0,4.0,Hyundai,Manual,diesel,39293.6
177.0,2014.0,102531.0,3.4,4.0,1.0,4.0,Ford,Automatic,electric,52691.9
338.0,2021.0,168068.0,1.4,4.0,4.0,4.0,BMW,Automatic,electric,44547.6
241.0,2013.0,102531.0,3.2,3.0,2.0,3.0,Toyota,Automatic,hybrid,48245.05
182.0,2014.0,57870.0,2.4,3.0,1.0,3.0,BMW,Manual,petrol,35605.5
202.0,2014.0,30921.0,4.4,4.0,3.0,4.0,Toyota,Automatic,electric,60711.95
224.0,2007.0,193489.0,1.5,2.0,2.0,2.0,Honda,Manual,petrol,29125.55
191.0,2022.0,63643.0,3.0,2.0,4.0,2.0,BMW,Automatic,hybrid,56077.85
365.0,2014.0,153743.0,3.0,3.0,2.0,3.0,Hyundai,Automatic,electric,65440.85
115.0,2019.0,97307.0,2.0,4.0,3.0,4.0,Honda,Manual,diesel,41378.65
385.0,2019.0,59672.0,1.2,4.0,2.0,4.0,Ford,Manual,electric,50651.4
309.0,2009.0,98590.0,2.2,2.0,2.0,2.0,Ford,Manual,diesel,40561.5
100.0,2014.0,150707.0,1.9,2.0,1.0,2.0,Toyota,Manual,hybrid,35093.65
348.0,2012.0,169762.0,4.6,2.0,2.0,2.0,Honda,Automatic,petrol,52885.9
87.0,2014.0,153346.0,3.0,3.0,4.0,3.0,Ford,Manual,petrol,36356.7
257.0,2008.0,150512.0,4.8,4.0,3.0,4.0,Hyundai,Manual,hybrid,50827.4
150.0,2014.0,107395.0,3.0,2.0,4.0,2.0,Ford,Automatic,hybrid,45146.25
115.0,2008.0,78551.0,2.9,4.0,1.0,4.0,Toyota,Manual,electric,38930.45
128.0,2017.0,137818.0,4.8,4.0,4.0,4.0,Hyundai,Manual,hybrid,47829.1
226.0,2014.0,102531.0,4.4,2.0,3.0,2.0,Toyota,Automatic,diesel,52174.55
153.0,2012.0,111723.0,2.4,4.0,2.0,4.0,Ford,Automatic,electric,36626.85
272.0,2012.0,148670.0,2.3,3.0,4.0,3.0,BMW,Manual,petrol,40004.5
389.0,2014.0,102531.0,4.3,2.0,2.0,2.0,Ford,Manual,diesel,64310.9
135.0,2014.0,117424.0,3.9,3.0,1.0,3.0,Hyundai,Automatic,petrol,39854.8
105.0,2014.0,155494.0,2.4,3.0,1.0,3.0,Tesla,Manual,electric,37279.3
206.0,2010.0,176304.0,2.8,3.0,4.0,3.0,Honda,Manual,hybrid,35924.8
252.0,2022.0,145710.0,1.3,2.0,4.0,2.0,Tesla,Manual,electric,44098.5
226.0,2006.0,91105.0,2.4,2.0,4.0,2.0,Toyota,Manual,diesel,35212.75
301.0,2016.0,101636.0,3.0,2.0,2.0,2.0,BMW,Automatic,hybrid,49521.2
230.0,2013.0,102531.0,2.0,2.0,3.0,2.0,Honda,Manual,electric,36334.1
255.0,2019.0,178101.0,4.2,4.0,4.0,4.0,Tesla,Manual,electric,54814.95
257.0,2014.0,102531.0,3.0,3.0,4.0,3.0,Hyundai,Manual,petrol,43804.15
99.0,2017.0,5296.0,3.4,2.0,3.0,2.0,Honda,Automatic,hybrid,48296.2
367.0,2014.0,102531.0,4.3,2.0,3.0,2.0,Toyota,Automatic,electric,62628.6
310.0,2013.0,102531.0,1.7,3.0,3.0,3.0,Toyota,Automatic,diesel,40681.6
114.0,2014.0,141464.0,3.5,3.0,4.0,3.0,Tesla,Automatic,electric,38131.8
87.0,2005.0,198080.0,2.4,2.0,4.0,2.0,Hyundai,Manual,electric,23636.0
257.0,2014.0,146916.0,2.2,2.0,4.0,2.0,Hyundai,Automatic,electric,34873.2
243.0,2014.0,14884.0,4.4,3.0,4.0,3.0,Tesla,Automatic,electric,59839.8
81.0,2014.0,187403.0,3.0,2.0,4.0,2.0,Honda,Automatic,petrol,23455.85
379.0,2017.0,104854.0,4.8,2.0,4.0,2.0,Honda,Automatic,electric,61857.3
352.0,2022.0,102531.0,4.3,2.0,4.0,2.0,Ford,Manual,petrol,65223.15
230.0,2005.0,56999.0,4.4,3.0,2.0,3.0,Honda,Manual,petrol,55790.05
230.0,2018.0,78143.0,3.0,2.0,1.0,2.0,BMW,Manual,electric,53473.85
393.0,2014.0,50802.0,2.7,2.0,1.0,2.0,Hyundai,Manual,diesel,47871.9
122.0,2009.0,91984.0,4.9,4.0,4.0,4.0,Honda,Manual,hybrid,44249.8
86.0,2010.0,73049.0,3.0,2.0,1.0,2.0,Ford,Automatic,hybrid,44086.55
109.0,2005.0,102531.0,4.3,2.0,4.0,2.0,Honda,Automatic,diesel,39153.3
203.0,2011.0,143709.0,2.6,3.0,1.0,3.0,Toyota,Automatic,petrol,40104.55
201.0,2012.0,23799.0,3.0,3.0,2.0,3.0,BMW,Manual,petrol,52873.05
337.0,2017.0,140607.0,3.0,2.0,2.0,2.0,BMW,Automatic,electric,56620.65
175.0,2018.0,102531.0,1.1,2.0,1.0,2.0,Toyota,Manual,petrol,38190.25
333.0,2014.0,74672.0,2.2,3.0,2.0,3.0,BMW,Manual,diesel,41894.4
226.0,2023.0,60486.0,3.0,3.0,2.0,3.0,Toyota,Manual,diesel,63814.7
184.0,2018.0,92695.0,3.0,3.0,2.0,3.0,BMW,Manual,diesel,47915.25
104.0,2008.0,190616.0,3.0,2.0,4.0,2.0,Ford,Manual,diesel,21838.2
72.0,2011.0,155492.0,4.0,2.0,2.0,2.0,BMW,Manual,electric,38071.4
226.0,2007.0,172207.0,2.6,4.0,2.0,4.0,Toyota,Automatic,diesel,34961.65
191.0,2020.0,47865.0,3.7,3.0,3.0,3.0,BMW,Manual,electric,52824.75
242.0,2014.0,154666.0,4.3,2.0,4.0,2.0,Ford,Manual,hybrid,48078.7
257.0,2016.0,37535.0,3.2,2.0,4.0,2.0,Hyundai,Automatic,petrol,46605.25
226.0,2015.0,192588.0,1.0,3.0,4.0,3.0,Ford,Automatic,hybrid,24942.6
306.0,2014.0,105211.0,1.4,2.0,4.0,2.0,Toyota,Manual,hybrid,42277.45
226.0,2023.0,75864.0,1.2,2.0,3.0,2.0,Ford,Automatic,hybrid,46896.8
231.0,2008.0,52006.0,1.2,2.0,1.0,2.0,BMW,Automatic,electric,30355.7
226.0,2019.0,102531.0,3.3,2.0,2.0,2.0,Ford,Automatic,diesel,57786.95
381.0,2014.0,179297.0,4.2,4.0,4.0,4.0,Toyota,Automatic,electric,48371.15
119.0,2012.0,102531.0,1.1,2.0,4.0,2.0,BMW,Automatic,diesel,32598.050000000003
381.0,2008.0,102531.0,3.0,3.0,3.0,3.0,Toyota,Manual,petrol,42285.85
230.0,2011.0,19318.0,3.4,3.0,1.0,3.0,Honda,Automatic,petrol,53288.1
231.0,2013.0,102531.0,3.0,4.0,4.0,4.0,BMW,Manual,diesel,37659.2
267.0,2018.0,102531.0,4.5,4.0,2.0,4.0,Hyundai,Manual,petrol,60738.1
249.0,2006.0,147245.0,1.7,2.0,4.0,2.0,BMW,Manual,diesel,28639.75
335.0,2017.0,101213.0,2.3,3.0,4.0,3.0,Tesla,Automatic,electric,52708.35
257.0,2008.0,43562.0,3.1,3.0,3.0,3.0,Hyundai,Automatic,petrol,50279.9
114.0,2021.0,181384.0,3.1,2.0,1.0,2.0,Ford,Automatic,hybrid,43376.8
279.0,2006.0,74687.0,3.6,3.0,4.0,3.0,Tesla,Manual,electric,46819.65
371.0,2014.0,26686.0,3.0,2.0,3.0,2.0,Honda,Manual,hybrid,59006.7
231.0,2014.0,90481.0,3.6,4.0,3.0,4.0,BMW,Manual,electric,48096.95
347.0,2020.0,117143.0,1.3,4.0,2.0,4.0,Hyundai,Manual,hybrid,48402.85
325.0,2009.0,102531.0,2.1,3.0,4.0,3.0,BMW,Automatic,diesel,49052.9
206.0,2014.0,102531.0,3.0,2.0,2.0,2.0,Toyota,Manual,diesel,47324.75
204.0,2008.0,38697.0,2.4,4.0,1.0,4.0,Hyundai,Automatic,diesel,39389.15
101.0,2005.0,76939.0,1.1,4.0,3.0,4.0,Ford,Automatic,electric,23833.05
380.0,2010.0,140174.0,4.9,4.0,2.0,4.0,Hyundai,Manual,electric,57246.3
190.0,2015.0,112631.0,3.0,2.0,2.0,2.0,Hyundai,Manual,hybrid,45316.45
120.0,2014.0,47464.0,2.5,3.0,4.0,3.0,BMW,Automatic,hybrid,41644.8
305.0,2020.0,102531.0,3.1,3.0,1.0,3.0,BMW,Manual,hybrid,56026.25
77.0,2014.0,102531.0,2.8,2.0,1.0,2.0,Honda,Automatic,diesel,42376.35
289.0,2018.0,102531.0,1.2,3.0,2.0,3.0,Honda,Automatic,diesel,46348.5
343.0,2007.0,65261.0,1.3,4.0,3.0,4.0,Hyundai,Automatic,diesel,37704.95
225.0,2007.0,89153.0,3.0,2.0,3.0,2.0,Ford,Automatic,hybrid,49063.35
124.0,2023.0,77908.0,1.5,2.0,4.0,2.0,Hyundai,Automatic,petrol,39790.6
230.0,2014.0,132135.0,1.1,4.0,4.0,4.0,Honda,Automatic,electric,38459.25
230.0,2014.0,86371.0,3.0,2.0,3.0,2.0,Honda,Automatic,diesel,54516.45
135.0,2014.0,12044.0,2.5,2.0,2.0,2.0,Toyota,Automatic,diesel,48699.8
204.0,2014.0,102531.0,3.0,3.0,4.0,3.0,Tesla,Manual,electric,37355.65
93.0,2018.0,102531.0,3.0,2.0,4.0,2.0,Honda,Manual,petrol,37060.5
230.0,2014.0,179223.0,4.5,4.0,2.0,4.0,Honda,Automatic,petrol,57366.85
80.0,2017.0,193210.0,1.7,2.0,3.0,2.0,Honda,Manual,petrol,30810.5
279.0,2010.0,139011.0,4.0,3.0,1.0,3.0,Ford,Automatic,hybrid,50411.45
130.0,2016.0,23891.0,1.2,2.0,3.0,2.0,BMW,Manual,petrol,37565.45
367.0,2014.0,107537.0,2.1,3.0,4.0,3.0,Toyota,Automatic,diesel,43230.15
243.0,2019.0,123371.0,3.0,2.0,1.0,2.0,Tesla,Automatic,electric,67784.45
94.0,2014.0,138964.0,3.2,2.0,4.0,2.0,Honda,Manual,petrol,37961.8
182.0,2012.0,6074.0,1.7,2.0,4.0,2.0,Tesla,Automatic,electric,38018.3
86.0,2014.0,102531.0,3.9,2.0,4.0,2.0,Ford,Automatic,hybrid,44665.05
318.0,2010.0,163696.0,3.0,3.0,4.0,3.0,Tesla,Manual,electric,47743.2
85.0,2011.0,190151.0,3.6,2.0,2.0,2.0,Tesla,Automatic,electric,35402.45
342.0,2014.0,102531.0,2.2,2.0,4.0,2.0,BMW,Manual,hybrid,46701.7
217.0,2017.0,131839.0,2.6,2.0,4.0,2.0,BMW,Automatic,hybrid,44971.05
214.0,2006.0,155405.0,3.0,3.0,4.0,3.0,Toyota,Automatic,hybrid,37024.75
223.0,2014.0,102531.0,3.0,3.0,2.0,3.0,Toyota,Manual,hybrid,52604.1
167.0,2018.0,19925.0,1.8,3.0,3.0,3.0,Tesla,Automatic,electric,44650.75
243.0,2014.0,84303.0,2.1,2.0,1.0,2.0,Tesla,Automatic,electric,32732.85
295.0,2023.0,102531.0,3.0,4.0,4.0,4.0,Toyota,Manual,petrol,56855.7
107.0,2014.0,149811.0,4.3,4.0,1.0,4.0,Tesla,Manual,electric,43347.45
315.0,2023.0,167062.0,2.9,4.0,4.0,4.0,Hyundai,Automatic,electric,51958.9
140.0,2013.0,70792.0,4.3,2.0,4.0,2.0,BMW,Automatic,diesel,51222.4
241.0,2014.0,149867.0,4.8,2.0,1.0,2.0,Honda,Manual,diesel,61136.65
272.0,2014.0,89274.0,1.4,2.0,4.0,2.0,Tesla,Manual,electric,33706.3
169.0,2023.0,147744.0,4.6,2.0,3.0,2.0,Ford,Automatic,hybrid,55865.8
342.0,2014.0,102531.0,3.0,3.0,2.0,3.0,Hyundai,Automatic,electric,57599.6
295.0,2021.0,149938.0,2.4,3.0,4.0,3.0,Hyundai,Manual,electric,49839.1
191.0,2023.0,104290.0,3.6,4.0,4.0,4.0,BMW,Automatic,diesel,53293.5
257.0,2021.0,144190.0,1.3,4.0,3.0,4.0,Hyundai,Automatic,electric,48872.5
372.0,2015.0,60264.0,4.2,4.0,4.0,4.0,BMW,Manual,petrol,60917.8
85.0,2015.0,173678.0,3.1,2.0,4.0,2.0,Toyota,Automatic,hybrid,32626.1
226.0,2014.0,102531.0,3.0,2.0,4.0,2.0,Ford,Automatic,electric,44889.05
318.0,2019.0,116375.0,3.1,2.0,4.0,2.0,Hyundai,Automatic,petrol,50698.25
224.0,2023.0,115454.0,2.8,2.0,3.0,2.0,BMW,Manual,petrol,53286.3
198.0,2005.0,92212.0,3.0,4.0,4.0,4.0,BMW,Automatic,diesel,31797.4
231.0,2013.0,161189.0,4.3,2.0,4.0,2.0,BMW,Manual,diesel,46469.55
98.0,2014.0,113397.0,3.5,4.0,4.0,4.0,Hyundai,Manual,diesel,35191.15
74.0,2023.0,102531.0,2.2,2.0,1.0,2.0,Ford,Manual,petrol,46555.6
164.0,2005.0,67863.0,4.9,2.0,2.0,2.0,Ford,Automatic,hybrid,48441.85
310.0,2023.0,102531.0,3.0,2.0,4.0,2.0,Hyundai,Manual,diesel,61734.35
231.0,2007.0,190006.0,3.0,4.0,1.0,4.0,BMW,Automatic,diesel,32042.7
231.0,2019.0,31962.0,2.6,3.0,3.0,3.0,BMW,Manual,diesel,43614.9
94.0,2008.0,149345.0,4.0,2.0,3.0,2.0,Toyota,Manual,diesel,35697.75
345.0,2014.0,171415.0,4.2,4.0,4.0,4.0,Hyundai,Manual,electric,53952.25
284.0,2022.0,102531.0,1.3,2.0,3.0,2.0,Ford,Automatic,electric,43968.05
230.0,2011.0,127649.0,3.0,4.0,1.0,4.0,Honda,Automatic,diesel,40820.55
321.0,2014.0,21571.0,2.7,2.0,4.0,2.0,Tesla,Automatic,electric,56765.45
363.0,2014.0,68355.0,4.2,2.0,2.0,2.0,Ford,Manual,diesel,61155.25
226.0,2015.0,102531.0,4.8,4.0,4.0,4.0,Toyota,Manual,diesel,48770.9
201.0,2017.0,102531.0,3.0,2.0,2.0,2.0,Ford,Automatic,diesel,48464.95
226.0,2008.0,51728.0,4.6,3.0,4.0,3.0,Ford,Automatic,petrol,63143.6
285.0,2012.0,54632.0,1.1,4.0,4.0,4.0,Hyundai,Manual,diesel,37812.4
222.0,2021.0,35844.0,2.7,2.0,1.0,2.0,Honda,Manual,petrol,56698.8
329.0,2023.0,161290.0,4.5,4.0,3.0,4.0,Ford,Manual,petrol,62769.5
227.0,2014.0,102531.0,3.0,4.0,1.0,4.0,Hyundai,Automatic,diesel,56812.35
344.0,2014.0,140549.0,1.0,4.0,3.0,4.0,Tesla,Automatic,electric,38048.55
269.0,2021.0,197990.0,4.2,4.0,4.0,4.0,Tesla,Manual,electric,51515.5
230.0,2006.0,177751.0,2.6,3.0,4.0,3.0,Toyota,Manual,diesel,35503.45
361.0,2015.0,21702.0,5.0,4.0,4.0,4.0,Honda,Automatic,diesel,64054.9
255.0,2014.0,189811.0,1.8,2.0,4.0,2.0,BMW,Manual,diesel,33794.45
237.0,2021.0,102531.0,4.4,3.0,3.0,3.0,BMW,Automatic,diesel,61166.55
111.0,2014.0,186601.0,4.7,3.0,3.0,3.0,BMW,Automatic,diesel,51687.95
82.0,2005.0,5209.0,3.4,2.0,2.0,2.0,Hyundai,Automatic,petrol,40185.55
308.0,2016.0,93952.0,3.0,2.0,2.0,2.0,Tesla,Automatic,electric,42834.4
225.0,2014.0,27462.0,4.0,2.0,3.0,2.0,BMW,Automatic,hybrid,46466.9
363.0,2009.0,145316.0,3.0,4.0,2.0,4.0,BMW,Automatic,petrol,42089.2
86.0,2022.0,102531.0,2.1,2.0,2.0,2.0,BMW,Automatic,electric,44174.7
205.0,2014.0,96207.0,3.0,2.0,1.0,2.0,Hyundai,Automatic,petrol,41817.65
89.0,2010.0,60659.0,4.9,2.0,3.0,2.0,Ford,Manual,electric,44583.05
261.0,2018.0,174771.0,1.4,2.0,4.0,2.0,Tesla,Automatic,electric,39513.45
154.0,2012.0,49772.0,4.7,4.0,4.0,4.0,Hyundai,Manual,petrol,51392.4
345.0,2011.0,180430.0,2.1,2.0,4.0,2.0,Hyundai,Automatic,petrol,40402.5
177.0,2016.0,102531.0,4.0,4.0,1.0,4.0,Honda,Manual,diesel,48058.15
238.0,2021.0,44963.0,1.3,2.0,3.0,2.0,Toyota,Automatic,electric,45882.85
139.0,2013.0,108064.0,3.0,2.0,3.0,2.0,BMW,Automatic,diesel,46430.8
