Car_ID,Brand,Model_Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Horsepower,Price
424,Tesla,2010.0,4.0,Diesel,Manual,197328.0,4.0,2.0,122.0,35758.6
1344,Hyundai,,2.7,Hybrid,Manual,108565.0,3.0,4.0,92.0,37653.75
286,Toyota,,4900 cc,Hybrid,Manual,60006.0,3.0,3.0,,64192.7
1584,Honda,2017.0,,Electric,Automatic,99415.0,2.0,2.0,261.0,52288.25
429,Tesla,2014.0,3400 cc,Diesel,Automatic,92483.0,3.0,2.0,346.0,53069.85
1510,Hyundai,2016.0,,Petrol,Automatic,103315.0,4.0,2.0,344.0,49946.25
1319,Toyota,,,Hybrid,Automatic,169486.0,3.0,4.0,244.0,43917.7
670,Hyundai,,4.2,Diesel,Manual,128351.0,4.0,2.0,147.0,50180.45
32,Honda,2008.0,1.7,Diesel,Automatic,98823.0,2.0,4.0,395.0,42929.85
941,Ford,2015.0,1.9,Electric,Manual,,3.0,4.0,164.0,38950.0
723,Hyundai,,4.9,Petrol,Automatic,28039.0,4.0,,118.0,52648.05
995,Hyundai,2007.0,1.6,Hybrid,Automatic,,,,,28804.5
215,Toyota,2014.0,1.1,PETROL,Automatic,999999.0,4.0,1.0,367.0,43030.15
814,Hyundai,2010.0,4.2,Petrol,Automatic,105931.0,3.0,4.0,5000.0,50321.45
327,Tesla,2007.0,4.0,Petrol,Automatic,53002.0,2.0,4.0,174.0,46102.9
561,Ford,12,4400 cc,Hybrid,Automatic,5840.0,2.0,2.0,,47426.0
1113,Hyundai,2008.0,3.1,Petrol,Automatic,43562.0,3.0,3.0,,50279.9
701,Tesla,2018.0,4.9,Hybrid,Manual,,,,219.0,57537.25
1579,Honda,2007.0,1.5,Petrol,Manual,193489.0,,2.0,224.0,29125.55
1190,BMW,,2.8,Hybrid,Manual,63481.0,2.0,3.0,162.0,47561.95
342,Ford,2011.0,1.9,Hybrid,Manual,121378.0,4.0,4.0,79.0,28805.1
630,Honda,2022.0,2200 cc,Petrol,Manual,48284.0,4.0,4.0,151.0,47885.8
148,Hyundai,2015.0,4700 cc,Hybrid,Automatic,52734.0,2.0,3.0,,63508.3
1310,Toyota,2008.0,2.6,Diesel,Manual,29399.0,2.0,4.0,265.0,40926.05
361,Toyota,2009.0,3.8,Hybrid,Automatic,137669.0,2.0,4.0,220.0,41645.55
84,Tesla,,2.6,Petrol,Manual,7402.0,2.0,,229.0,49320.9
49,Toyota,2007.0,1.3,Hybrid,Automatic,,4.0,,89.0,18911.55
469,Tesla,,,Hybrid,Automatic,,,1.0,75.0,41122.55
156,Hyundai,,1.2,diesel,Manual,34545.0,4.0,3.0,83.0,39894.75
773,Toyota,2015.0,2.3,electric,Automatic,,3.0,2.0,281.0,48693.6
1240,BMW,2021.0,3.3,Petrol,Automatic,5799.0,4.0,,351.0,61806.05
1201,Ford,2019.0,1.2,Electric,Manual,59672.0,4.0,2.0,385.0,50651.4
1403,Hyundai,2012.0,1000 cc,ELECTRIC,Automatic,76325.0,4.0,2.0,252.0,35909.75
1203,Ford,2021.0,,PETROL,Manual,,,2.0,383.0,62288.95
1631,Ford,2007.0,4.2,Electric,Automatic,22821.0,4.0,4.0,187.0,44846.95
501,Toyota,20,1.2,Electric,Manual,,4.0,3.0,327.0,49521.95
1765,Ford,,4.3,ELECTRIC,Manual,75382.0,3.0,2.0,370.0,66155.9
180,Toyota,2015.0,4.3,petrol,Automatic,999999.0,2.0,4.0,277.0,56738.8
1048,Honda,2013.0,4300 cc,Hybrid,Automatic,,3.0,,255.0,54605.15
1756,BMW,2022.0,3.2,Diesel,Automatic,78527.0,3.0,4.0,281.0,52789.65
951,BMW,2020.0,1.2,Hybrid,Automatic,,4.0,2.0,322.0,49288.2
1317,Honda,2017.0,4.8,ELECTRIC,Automatic,104854.0,2.0,4.0,379.0,61857.3
1620,Toyota,2014.0,3.6,Hybrid,Manual,193213.0,3.0,1.0,84.0,39398.35
529,Toyota,22,,hybrid,Manual,22682.0,2.0,3.0,344.0,56442.9
347,BMW,9,1.3,PETROL,Manual,27694.0,4.0,4.0,215.0,36245.3
1388,Toyota,2023.0,2200 cc,Electric,Manual,54907.0,,3.0,333.0,57630.65
1961,Toyota,2018.0,2700 cc,Petrol,Automatic,24346.0,2.0,2.0,162.0,47952.7
1051,Hyundai,2018.0,5.0,PETROL,Manual,109180.0,4.0,4.0,277.0,61629.0
1973,Honda,2009.0,2000 cc,Diesel,Automatic,136663.0,,1.0,313.0,41419.85
1442,Tesla,2019.0,2.7,Hybrid,Manual,193328.0,,1.0,249.0,46163.6
602,Ford,2021.0,3.3,Electric,Manual,6986.0,3.0,1.0,,62639.7
1282,Toyota,2006.0,3.2,Hybrid,Automatic,127778.0,,1.0,250.0,41589.1
244,Toyota,2019.0,3.4,Diesel,Manual,166769.0,2.0,,246.0,50663.55
1337,Tesla,,,ELECTRIC,Automatic,118521.0,2.0,3.0,373.0,47752.95
1068,Ford,2008.0,2.7,electric,Manual,83784.0,4.0,1.0,196.0,42191.8
1476,BMW,2014.0,1800 cc,Diesel,Manual,189811.0,,4.0,255.0,33794.45
313,Toyota,2006.0,1.3,Electric,Automatic,51300.0,,1.0,365.0,40288.0
436,Ford,,,Diesel,Automatic,110649.0,,1.0,334.0,67052.55
1899,Toyota,2018.0,1.8,Electric,Manual,12887.0,,4.0,100.0,42125.65
1329,Toyota,,4.6,Petrol,Automatic,121062.0,4.0,1.0,149.0,49289.9
309,Honda,,,HYBRID,Manual,136436.0,,2.0,,44784.2
431,Ford,2019.0,4.7,Hybrid,Automatic,124217.0,4.0,4.0,287.0,59494.15
661,Ford,2023.0,2.8,Petrol,Automatic,148008.0,2.0,3.0,184.0,45422.6
371,Hyundai,,3.8,Diesel,Manual,197896.0,3.0,3.0,,36539.2
567,Hyundai,,2.5,PETROL,Manual,134789.0,,,124.0,38790.55
980,Ford,,2.3,Diesel,Automatic,107826.0,3.0,4.0,181.0,45274.7
182,Toyota,2006.0,2200 cc,HYBRID,Manual,12436.0,,4.0,79.0,28828.199999999997
1363,Honda,2015.0,2.5,Diesel,Manual,104767.0,4.0,,,41976.65
622,Ford,2017.0,4.0,Electric,Automatic,42251.0,4.0,4.0,,60952.45
819,Toyota,2015.0,,Hybrid,Automatic,73666.0,3.0,4.0,232.0,47770.7
1193,Hyundai,2022.0,1800 cc,PETROL,Automatic,153645.0,4.0,1.0,292.0,0.0
953,Hyundai,2017.0,,Electric,Automatic,,2.0,,385.0,54542.45
1422,Honda,14,,Electric,Automatic,44322.0,,,,61320.9
1841,BMW,2011.0,1400 cc,Diesel,Automatic,19026.0,,2.0,202.0,37714.7
923,Honda,,1700 cc,Petrol,Manual,72507.0,4.0,,170.0,38504.65
1074,BMW,2013.0,3.5,Diesel,Manual,161926.0,4.0,4.0,174.0,42759.7
297,Tesla,2022.0,2400 cc,Petrol,Manual,101099.0,2.0,3.0,252.0,47297.05
967,Tesla,,4.6,HYBRID,Automatic,128862.0,3.0,1.0,125.0,56603.9
462,Ford,2018.0,1.1,Electric,Manual,,4.0,,132.0,34003.65
1303,Ford,2014.0,4800 cc,Hybrid,Automatic,106334.0,,3.0,237.0,53066.3
1177,Ford,2012.0,3.5,Petrol,Automatic,176252.0,3.0,1.0,307.0,49414.4
378,Tesla,2012.0,,Petrol,Automatic,,3.0,1.0,132.0,33548.1
799,BMW,,,Hybrid,Manual,,2.0,,201.0,40777.45
1103,Hyundai,2019.0,3.0,Electric,Manual,128182.0,4.0,3.0,138.0,43316.9
106,Ford,,1.8,Electric,Automatic,124502.0,4.0,2.0,186.0,33986.9
127,Tesla,,3.5,Hybrid,Automatic,6789.0,4.0,2.0,,57585.55
1996,Hyundai,2023.0,,Diesel,Manual,,2.0,,310.0,61734.35
839,Toyota,,3.2,Diesel,Automatic,74835.0,4.0,1.0,356.0,49841.25
356,Tesla,,,Diesel,Automatic,,4.0,1.0,323.0,56208.75
1617,Toyota,,3.7,Hybrid,Automatic,76240.0,2.0,1.0,300.0,53757.0
683,Tesla,,3.1,PETROL,Manual,,,4.0,360.0,49121.85
813,BMW,2017.0,2.5,Hybrid,Automatic,,,4.0,223.0,43554.35
1681,Toyota,2013.0,4.9,HYBRID,Automatic,47915.0,,,108.0,52588.25
210,Honda,,3.9,Petrol,Automatic,67222.0,2.0,4.0,140.0,-10000.0
1493,BMW,,3.1,Hybrid,Manual,28365.0,3.0,,206.0,47104.75
141,Honda,2012.0,,Electric,Automatic,96270.0,2.0,,,44898.5
1975,Tesla,2010.0,4.4,Diesel,Manual,,2.0,3.0,317.0,57250.0
1340,Ford,2023.0,4.3,Electric,Automatic,7670.0,2.0,3.0,323.0,0.0
1798,Toyota,,1.3,Electric,Automatic,29561.0,,1.0,,-10000.0
1575,Tesla,,,Diesel,Manual,197608.0,2.0,2.0,,59505.6
1182,Ford,2005.0,4.0,Electric,Automatic,72850.0,2.0,,,39050.5
1394,Toyota,,2000 cc,Petrol,Manual,115724.0,3.0,4.0,228.0,48996.8
1816,Hyundai,,3200 cc,Electric,Automatic,69377.0,3.0,3.0,182.0,41207.15
712,Hyundai,2008.0,2400 cc,Diesel,Automatic,38697.0,4.0,1.0,204.0,39389.15
1794,BMW,2016.0,4.6,Petrol,Automatic,88029.0,2.0,,107.0,52879.55
893,BMW,,,Electric,Manual,172403.0,2.0,3.0,,55855.85
860,Toyota,10,3.6,Diesel,Manual,,2.0,,255.0,47382.7
11,Ford,,4100 cc,Petrol,Automatic,198435.0,,,318.0,56053.25
1695,Toyota,,,Hybrid,Manual,101950.0,,1.0,,57784.5
1428,BMW,2019.0,2400 cc,Petrol,Automatic,77894.0,,1.0,,49533.3
283,Hyundai,,4.5,Diesel,Manual,63706.0,2.0,4.0,266.0,56434.7
811,Tesla,2020.0,2.9,HYBRID,Manual,163729.0,,4.0,367.0,50448.55
1342,Hyundai,,,Hybrid,Automatic,49512.0,4.0,3.0,245.0,46391.4
292,Toyota,2012.0,2700 cc,Electric,Manual,133022.0,,4.0,,37685.9
755,Ford,,2200 cc,Diesel,Manual,43546.0,3.0,4.0,275.0,52581.7
627,Honda,2019.0,2.9,Hybrid,Manual,,2.0,3.0,308.0,58188.9
944,Hyundai,2010.0,4.9,ELECTRIC,Manual,140174.0,4.0,2.0,380.0,57246.3
862,Tesla,2010.0,2600 cc,Petrol,Automatic,99702.0,2.0,2.0,300.0,45601.9
130,Toyota,2015.0,3.1,Hybrid,Automatic,173678.0,,4.0,85.0,32626.1
1176,Ford,2016.0,1.5,Diesel,Automatic,136637.0,,4.0,304.0,40295.15
324,Ford,2018.0,1700 cc,Hybrid,Automatic,90001.0,4.0,3.0,334.0,49120.95
1091,BMW,,1.1,Electric,Automatic,104596.0,3.0,1.0,280.0,-10000.0
844,BMW,16,3.5,Electric,Manual,20185.0,,3.0,219.0,54582.75
964,Toyota,7,,Petrol,Manual,133156.0,2.0,3.0,,26378.2
1865,BMW,2012.0,1900 cc,Diesel,Manual,,2.0,4.0,,29742.4
866,Hyundai,2009.0,,Electric,Automatic,148181.0,2.0,1.0,79.0,25540.95
922,Toyota,2022.0,4.8,Diesel,Manual,45136.0,3.0,3.0,108.0,59566.2
696,Toyota,,,Hybrid,Manual,,3.0,2.0,223.0,52604.1
216,BMW,2006.0,1.7,Diesel,Manual,147245.0,2.0,,249.0,28639.75
1781,Toyota,2009.0,2.3,Electric,Automatic,192223.0,,4.0,152.0,27919.85
1262,Toyota,2006.0,,Hybrid,Automatic,155405.0,3.0,4.0,214.0,37024.75
159,Tesla,2018.0,1.4,Diesel,Automatic,174771.0,2.0,,261.0,39513.45
1059,Tesla,2021.0,4.9,diesel,Manual,,2.0,4.0,78.0,55087.1
989,Tesla,2020.0,2.6,Electric,Manual,43034.0,3.0,3.0,389.0,60895.3
842,Tesla,23,2.7,Electric,Automatic,61911.0,4.0,4.0,164.0,49608.45
635,BMW,16,2900 cc,Petrol,Manual,999999.0,3.0,2.0,202.0,44804.15
517,Hyundai,2018.0,1.6,DIESEL,Manual,,,1.0,174.0,42227.45
1429,Honda,,4100 cc,Hybrid,Manual,189156.0,2.0,2.0,171.0,40078.2
1748,Hyundai,2007.0,,Petrol,Automatic,96501.0,3.0,,205.0,31771.95
598,Hyundai,2014.0,,Electric,Automatic,,3.0,2.0,342.0,57599.6
196,BMW,2005.0,3.7,Petrol,Automatic,192167.0,2.0,,393.0,45760.65
1784,Ford,2009.0,1.2,Diesel,Manual,,3.0,4.0,125.0,27778.4
870,Toyota,,,Electric,Automatic,122919.0,4.0,3.0,147.0,38676.05
411,BMW,2008.0,,HYBRID,Manual,101324.0,4.0,,,30034.800000000003
97,Ford,,2700 cc,Petrol,Manual,91590.0,4.0,4.0,202.0,48477.5
1001,Tesla,2012.0,1.2,PETROL,Automatic,162779.0,2.0,3.0,320.0,0.0
1506,Ford,2008.0,3200 cc,Hybrid,Automatic,44767.0,4.0,,194.0,39301.65
157,BMW,2016.0,,Hybrid,Automatic,101636.0,2.0,2.0,301.0,49521.2
420,Hyundai,,4.5,Hybrid,Automatic,56248.0,3.0,2.0,,63017.6
1803,Honda,2011.0,4.4,Diesel,Manual,67781.0,2.0,2.0,151.0,47439.95
478,Hyundai,2022.0,2.4,Electric,Manual,72381.0,2.0,3.0,221.0,50761.95
1856,Hyundai,18,2.3,diesel,Automatic,34960.0,3.0,4.0,283.0,48371.0
669,BMW,2011.0,,electric,Manual,,2.0,4.0,146.0,28267.050000000003
1418,Tesla,2022.0,1.9,DIESEL,Manual,170301.0,2.0,1.0,,41832.95
1872,Ford,,1.8,Hybrid,Manual,22939.0,2.0,3.0,203.0,46805.05
1300,Honda,2022.0,,Electric,Manual,79034.0,2.0,4.0,,64624.3
448,Ford,,3.0,Electric,Automatic,16351.0,2.0,2.0,173.0,43754.45
554,Honda,2013.0,1.2,Electric,Automatic,105970.0,4.0,2.0,313.0,42370.5
179,Tesla,2013.0,2400 cc,petrol,Automatic,150720.0,2.0,1.0,87.0,35358.0
391,Toyota,2012.0,3.3,Petrol,Manual,85720.0,,3.0,,49672.0
579,BMW,2005.0,4.0,diesel,Automatic,97416.0,2.0,3.0,247.0,46869.2
1478,BMW,2010.0,1.1,Petrol,Manual,28241.0,4.0,3.0,241.0,38830.95
1707,BMW,2013.0,,Diesel,Manual,,4.0,,,37659.2
1288,Tesla,2021.0,,Diesel,Manual,179626.0,4.0,1.0,80.0,32998.7
1645,Hyundai,2014.0,4.4,Diesel,Manual,134466.0,4.0,3.0,343.0,55852.7
1024,Toyota,,1.3,Hybrid,Automatic,78545.0,2.0,1.0,301.0,49406.75
821,Ford,2015.0,1900 cc,Petrol,Automatic,118135.0,,1.0,337.0,45017.25
1825,Tesla,2005.0,1.6,Electric,Automatic,36357.0,2.0,2.0,353.0,43580.15
985,BMW,2023.0,1.2,Hybrid,Manual,,2.0,4.0,376.0,49694.95
1339,BMW,2008.0,3.2,Diesel,Automatic,,,4.0,207.0,44900.0
665,Ford,2009.0,1.4,Electric,Manual,41943.0,2.0,2.0,105.0,33344.85
143,Ford,2009.0,2.0,Hybrid,Manual,143761.0,2.0,,,36706.95
1517,BMW,,2.7,Hybrid,Automatic,135546.0,2.0,2.0,218.0,42736.7
1430,Ford,2023.0,,Electric,Manual,68138.0,4.0,2.0,,65675.1
865,Toyota,,,electric,Automatic,119310.0,2.0,1.0,366.0,59447.5
422,Honda,2008.0,,Hybrid,Manual,173369.0,4.0,3.0,311.0,39977.55
637,Ford,,1.6,Electric,Manual,,4.0,2.0,,31527.35
1407,Tesla,,3.0,Diesel,Automatic,58546.0,2.0,2.0,372.0,62939.7
800,Hyundai,,1200 cc,Diesel,Manual,111311.0,4.0,4.0,304.0,38154.45
1404,Honda,2017.0,,Hybrid,Manual,33930.0,4.0,2.0,,51072.5
616,BMW,2022.0,2.0,Petrol,Manual,54752.0,3.0,3.0,354.0,57420.4
295,Toyota,2009.0,2.3,Hybrid,Manual,48013.0,,,247.0,-10000.0
924,Toyota,,3.5,Hybrid,Automatic,52361.0,3.0,,313.0,-10000.0
1269,Honda,2019.0,,Petrol,Manual,6115.0,,4.0,166.0,44200.25
1903,Tesla,2011.0,3200 cc,Petrol,Manual,,,4.0,312.0,43998.95
89,Hyundai,2005.0,1.4,Petrol,Automatic,19915.0,3.0,1.0,316.0,42980.25
42,BMW,,1.8,Electric,Automatic,108915.0,4.0,,,39792.25
1802,Tesla,2005.0,1700 cc,Hybrid,Automatic,24340.0,3.0,1.0,209.0,33830.0
1934,Ford,2011.0,4.4,Petrol,Manual,108100.0,,,332.0,52288.0
132,Hyundai,2016.0,2.5,Petrol,Manual,,2.0,2.0,308.0,50780.95
1002,Hyundai,2019.0,1100 cc,Hybrid,Manual,,4.0,4.0,348.0,43153.8
1158,Honda,2013.0,2.0,diesel,Manual,71333.0,,3.0,207.0,38004.35
1095,Hyundai,2005.0,1.7,Electric,Manual,30104.0,2.0,2.0,360.0,41288.8
1855,Toyota,2011.0,2.3,Electric,Automatic,159529.0,4.0,,154.0,33089.55
1345,Tesla,2006.0,4.8,HYBRID,Manual,,3.0,1.0,387.0,55442.85
1499,BMW,8,,Electric,Manual,53888.0,,1.0,73.0,28244.6
165,Toyota,18,1.6,Hybrid,Automatic,,4.0,1.0,344.0,47706.6
725,Tesla,,3.0,electric,Manual,128168.0,4.0,4.0,260.0,44304.6
291,Tesla,2014.0,,Hybrid,Automatic,35177.0,2.0,3.0,144.0,52494.15
1209,Honda,2011.0,3.0,Diesel,Automatic,128777.0,4.0,,278.0,44711.15
1589,Hyundai,2006.0,1.9,Electric,Manual,137915.0,2.0,1.0,285.0,38276.25
1897,Ford,2020.0,,Petrol,Manual,176813.0,,,,0.0
1642,Ford,2021.0,1200 cc,Electric,Automatic,45644.0,,4.0,131.0,41225.8
1362,Honda,,1.8,Electric,Automatic,5496.0,2.0,3.0,344.0,46507.2
779,Hyundai,2023.0,2900 cc,electric,Manual,192107.0,2.0,1.0,99.0,46071.65
840,Hyundai,,3.9,Petrol,Automatic,117424.0,3.0,1.0,135.0,39854.8
349,BMW,2008.0,2.5,Diesel,Automatic,140374.0,4.0,2.0,176.0,36021.3
1945,Hyundai,2016.0,3.7,Petrol,Automatic,197879.0,2.0,1.0,264.0,51909.05
572,Toyota,2016.0,,Diesel,Automatic,140383.0,3.0,,,46029.85
918,Tesla,2019.0,,Diesel,Automatic,197214.0,4.0,3.0,354.0,54584.3
977,Toyota,6,4.7,ELECTRIC,Manual,103662.0,4.0,2.0,254.0,50078.9
1914,Honda,2014.0,3.4,Petrol,Manual,133279.0,4.0,4.0,,39473.05
1469,Ford,,2.4,Diesel,Manual,51069.0,2.0,2.0,136.0,49092.55
1592,Hyundai,13,1.8,Petrol,Automatic,91269.0,4.0,4.0,399.0,45158.55
1318,Ford,,1100 cc,Diesel,Automatic,195208.0,3.0,4.0,196.0,33229.6
1845,Tesla,2008.0,,Diesel,Manual,94180.0,4.0,,125.0,0.0
137,Honda,2014.0,2500 cc,DIESEL,Automatic,175923.0,2.0,1.0,397.0,49889.85
459,Hyundai,2005.0,3700 cc,ELECTRIC,Manual,117713.0,3.0,2.0,138.0,37628.35
376,Toyota,2007.0,1.1,Electric,Automatic,116573.0,,3.0,216.0,30732.35
1343,Tesla,2017.0,,Diesel,Automatic,193883.0,2.0,3.0,283.0,50048.85
334,BMW,2021.0,3.5,hybrid,Automatic,,2.0,,364.0,56379.75
1160,Tesla,2023.0,2.3,Electric,Manual,157418.0,4.0,3.0,233.0,44623.1
1761,Honda,,2.4,Diesel,Automatic,,2.0,3.0,332.0,42303.2
1458,Toyota,2008.0,,Petrol,Manual,,3.0,3.0,381.0,42285.85
817,Tesla,2017.0,1.3,Petrol,Manual,32050.0,4.0,4.0,211.0,39589.5
1115,Toyota,2017.0,4.6,Diesel,Automatic,195930.0,,1.0,397.0,60470.5
1006,Tesla,2005.0,3.6,Petrol,Manual,29154.0,3.0,4.0,263.0,43909.3
1857,BMW,2018.0,,Diesel,Manual,92695.0,3.0,2.0,184.0,47915.25
1955,Tesla,2022.0,4.0,petrol,Manual,83506.0,3.0,1.0,73.0,53190.7
1851,BMW,2013.0,4.5,Electric,Manual,97254.0,4.0,,287.0,57436.3
911,Hyundai,2012.0,4200 cc,Electric,Automatic,,2.0,1.0,387.0,61506.55
1930,Toyota,2011.0,4.0,Petrol,Manual,21116.0,4.0,4.0,86.0,41175.2
1126,Honda,2021.0,3.4,Hybrid,Manual,122419.0,3.0,,395.0,61660.05
329,Tesla,22,4000 cc,Petrol,Manual,,,2.0,,58031.3
1248,BMW,10,5.0,Hybrid,Manual,157839.0,3.0,4.0,369.0,57252.05
319,Hyundai,7,3.1,HYBRID,Manual,,4.0,,138.0,34528.25
1690,BMW,2014.0,1.6,Electric,Manual,163814.0,2.0,1.0,392.0,44514.3
1359,Hyundai,2009.0,2.8,Hybrid,Manual,9008.0,4.0,4.0,310.0,49898.6
1733,Ford,2017.0,1400 cc,Diesel,Manual,55385.0,3.0,3.0,331.0,49907.75
168,Ford,2013.0,3700 cc,Electric,Manual,32632.0,,4.0,381.0,59961.4
13,Tesla,2013.0,2.7,Petrol,Automatic,92858.0,4.0,4.0,111.0,34220.1
1927,Toyota,2006.0,,Diesel,Automatic,196037.0,,1.0,393.0,-10000.0
172,Ford,2013.0,1400 cc,Electric,Manual,63182.0,4.0,4.0,271.0,-10000.0
650,BMW,2018.0,3.5,Hybrid,Manual,130261.0,3.0,3.0,314.0,53368.95
1062,Hyundai,2018.0,,Hybrid,Automatic,36153.0,2.0,4.0,,0.0
261,Toyota,2014.0,3.8,diesel,Automatic,69610.0,,3.0,289.0,54177.5
1367,Hyundai,2015.0,2.9,Petrol,Manual,124753.0,,2.0,80.0,40167.35
1549,Honda,2009.0,3.7,Hybrid,Automatic,148190.0,,3.0,159.0,38127.5
902,Hyundai,2011.0,1200 cc,Electric,Manual,74165.0,2.0,2.0,315.0,39232.75
673,BMW,2019.0,1.5,Hybrid,Automatic,58836.0,3.0,3.0,108.0,0.0
259,Ford,12,3200 cc,Petrol,Manual,132769.0,2.0,1.0,76.0,38078.55
845,BMW,2013.0,,Electric,Manual,999999.0,4.0,2.0,92.0,45612.8
868,Ford,2020.0,1.7,Diesel,Automatic,39622.0,3.0,2.0,,51228.9
1800,Tesla,2006.0,,Petrol,Manual,,3.0,3.0,136.0,29836.85
139,BMW,2022.0,,hybrid,Automatic,63643.0,2.0,,191.0,56077.85
894,BMW,2006.0,4.7,Petrol,Automatic,25968.0,,3.0,193.0,0.0
1838,Tesla,2017.0,4.8,Hybrid,Manual,196791.0,3.0,2.0,341.0,57964.45
550,BMW,2021.0,1.3,Diesel,Automatic,79877.0,4.0,3.0,252.0,44394.15
320,Ford,,,Diesel,Manual,83097.0,3.0,1.0,395.0,47361.15
1527,BMW,,3.4,Electric,Automatic,51648.0,2.0,1.0,117.0,41489.6
1806,Honda,2007.0,4.1,diesel,Automatic,174668.0,,4.0,200.0,38951.6
1178,Honda,2012.0,1.5,Petrol,Automatic,23402.0,,3.0,285.0,45894.9
559,BMW,,3.7,Hybrid,Manual,,2.0,,,56709.3
140,Toyota,5,4.1,Petrol,Automatic,157606.0,2.0,3.0,310.0,47665.7
1735,BMW,,,petrol,Automatic,999999.0,3.0,3.0,,62853.75
532,BMW,,1.8,hybrid,Automatic,,4.0,3.0,311.0,42608.4
225,BMW,9,1.2,Hybrid,Manual,33343.0,2.0,2.0,211.0,34294.85
724,Tesla,2021.0,,Petrol,Manual,71720.0,,2.0,205.0,49058.0
787,Toyota,2021.0,,electric,Manual,58251.0,2.0,3.0,,56728.45
1718,Toyota,2006.0,4700 cc,Hybrid,Automatic,14308.0,2.0,2.0,109.0,49360.6
1008,Tesla,7,4.5,Diesel,Automatic,22165.0,,,316.0,56199.75
410,Ford,2018.0,,Diesel,Automatic,76947.0,4.0,4.0,399.0,50180.65
326,BMW,6,,Electric,Manual,12928.0,3.0,3.0,5000.0,58283.6
1766,Honda,2006.0,2.3,Petrol,Manual,21651.0,3.0,,399.0,47160.45
300,BMW,2011.0,2.5,Hybrid,Automatic,127640.0,4.0,3.0,316.0,46281.0
1263,Toyota,,,Diesel,Automatic,140333.0,4.0,,225.0,47358.35
1946,Tesla,2020.0,,Electric,Manual,28086.0,4.0,,134.0,49411.7
26,Hyundai,2022.0,2.1,Electric,Automatic,151731.0,4.0,3.0,261.0,43698.45
1859,Toyota,2019.0,1600 cc,electric,Automatic,143982.0,4.0,2.0,362.0,50275.9
715,BMW,2009.0,1.7,Hybrid,Manual,100428.0,4.0,,71.0,-10000.0
1010,Tesla,2019.0,2.2,Electric,Manual,123211.0,,2.0,179.0,44759.45
194,Hyundai,2017.0,1.8,Diesel,Automatic,181637.0,,,88.0,32053.15
441,Hyundai,2007.0,1.2,petrol,Automatic,,2.0,3.0,,37981.4
574,Honda,,2.4,Diesel,Manual,46616.0,,1.0,116.0,37772.2
947,BMW,2013.0,4500 cc,Diesel,Manual,11212.0,,3.0,,54068.4
998,Toyota,2006.0,2400 cc,Diesel,Manual,91105.0,,,,35212.75
504,Hyundai,2008.0,4.9,Diesel,Manual,106013.0,4.0,2.0,381.0,56074.35
606,BMW,6,2500 cc,Hybrid,Automatic,7176.0,2.0,,375.0,48469.2
1717,Hyundai,,,Electric,Automatic,92122.0,,4.0,398.0,40185.9
1164,Hyundai,2017.0,2.8,Hybrid,Automatic,10947.0,2.0,1.0,316.0,59281.65
1787,Hyundai,14,,Electric,Automatic,56455.0,,4.0,,37840.25
847,Ford,2022.0,1.3,Electric,Automatic,,,3.0,284.0,43968.05
4,Hyundai,2017.0,2200 cc,Petrol,Automatic,51246.0,4.0,4.0,,54046.7
1287,BMW,8,2.2,Electric,Automatic,60797.0,4.0,,331.0,42291.15
1223,Tesla,7,3.2,Petrol,Automatic,,3.0,1.0,109.0,33105.7
468,Honda,2006.0,4.8,Electric,Manual,90820.0,4.0,3.0,100.0,42576.0
322,Toyota,2014.0,3.5,Electric,Automatic,101160.0,4.0,4.0,,44584.0
6,Honda,,,Petrol,Automatic,94110.0,2.0,4.0,173.0,54182.5
223,Toyota,,3.4,Petrol,Manual,7015.0,2.0,1.0,186.0,50466.25
1375,BMW,2021.0,3.3,electric,Manual,,4.0,3.0,162.0,53547.25
548,BMW,2014.0,2.1,ELECTRIC,Manual,172932.0,,,340.0,42867.4
229,Ford,2019.0,4.8,Hybrid,Manual,116451.0,3.0,,305.0,60302.45
40,Ford,2023.0,2600 cc,Petrol,Manual,62745.0,4.0,,356.0,63718.75
543,Hyundai,12,,Diesel,Automatic,,3.0,2.0,,36605.8
243,Toyota,,1500 cc,electric,Manual,,2.0,1.0,217.0,45399.25
899,BMW,2014.0,,Hybrid,Automatic,55192.0,4.0,,182.0,-10000.0
1134,BMW,2021.0,1.4,Electric,Automatic,168068.0,4.0,,338.0,44547.6
1449,Hyundai,2005.0,1.6,Diesel,Automatic,131417.0,4.0,4.0,387.0,34816.15
1869,Honda,,3.8,Diesel,Automatic,76934.0,3.0,,202.0,43860.3
843,Honda,23,1500 cc,Hybrid,Automatic,108088.0,4.0,1.0,322.0,50673.6
1419,Honda,,1.4,Diesel,Manual,101382.0,4.0,3.0,396.0,49188.9
1654,Toyota,2016.0,2800 cc,Petrol,Manual,141169.0,,1.0,363.0,52231.55
1970,Toyota,,1000 cc,Petrol,Automatic,,4.0,3.0,95.0,20840.25
662,Toyota,2016.0,1.9,Petrol,Automatic,147108.0,,3.0,77.0,30753.6
1211,Tesla,2013.0,2.0,Electric,Automatic,,3.0,1.0,200.0,36653.65
315,Toyota,2021.0,3.3,Hybrid,Manual,21105.0,,1.0,329.0,-10000.0
692,Ford,2006.0,3400 cc,Electric,Automatic,185119.0,3.0,2.0,165.0,32317.050000000003
